[0:00:00.00]-[0:00:01.00]  en el año.
[1:39:39.00]-[1:39:41.00]  o así.
[1:39:41.00]-[1:39:43.00]  Estos también los caballitos que
[1:39:43.00]-[1:39:45.00]  antes también.
[1:39:45.00]-[1:39:47.00]  ¿La gente de esto se conoce o son fotos así por aquí?
[1:39:47.00]-[1:39:49.00]  No, no, de aquí del pueblo estas son, eh. Todas.
[1:39:49.00]-[1:39:51.00]  Les conoces a todos. Cuando vienen
[1:39:51.00]-[1:39:53.00]  fiestas vienen los caballitos, los
[1:39:53.00]-[1:39:55.00]  atacigones, eh.
[1:39:55.00]-[1:39:57.00]  Esto es...
[1:39:57.00]-[1:39:59.00]  Esto ya hace, pues, sólo unos 20 años.
[1:39:59.00]-[1:40:01.00]  Rompían las ollas y ya ponían
[1:40:01.00]-[1:40:03.00]  así más moderno. Ves aquí las recetas
[1:40:03.00]-[1:40:05.00]  que lo encontrarás en
[1:40:05.00]-[1:40:07.00]  en plaquín negro, creo.
[1:40:07.00]-[1:40:09.00]  Eh. Con las biches
[1:40:09.00]-[1:40:11.00]  y tenían que coger la cinta, que aquí
[1:40:11.00]-[1:40:13.00]  igual. Pero para no hacer foto por foto
[1:40:13.00]-[1:40:15.00]  de estas, era...
[1:40:15.00]-[1:40:17.00]  Cuatro ya me van en una.
[1:40:17.00]-[1:40:19.00]  Esto que también vienen ahora,
[1:40:19.00]-[1:40:21.00]  aquí, me refiero a esto.
[1:40:21.00]-[1:40:23.00]  Esto es más de unos 20
[1:40:23.00]-[1:40:25.00]  años hace.
[1:40:25.00]-[1:40:27.00]  Los tíos de hoy también. Ahora. Pero es
[1:40:27.00]-[1:40:29.00]  más o menos como antes.
[1:40:29.00]-[1:40:31.00]  Estas a veces los pocos de revistas o algo de aquí
[1:40:31.00]-[1:40:33.00]  ya ven y luego ya no sale ni guantález.
[1:40:33.00]-[1:40:35.00]  Estas aquí en la plaza.
[1:40:35.00]-[1:40:37.00]  Todas estas. Sí, exacto.
[1:40:37.00]-[1:40:39.00]  Esto ya es
[1:40:39.00]-[1:40:41.00]  aquí a la salida del
[1:40:41.00]-[1:40:43.00]  pueblo. De todo
[1:40:43.00]-[1:40:45.00]  de aquí del pueblo.
[1:40:45.00]-[1:40:49.00]  De ahora.
[1:40:49.00]-[1:40:51.00]  Estas son de ahora, pero ya
[1:40:51.00]-[1:40:53.00]  tienen crios, las pequeñas estas que
[1:40:53.00]-[1:40:55.00]  están y que se
[1:40:55.00]-[1:40:57.00]  normalmente tarden o ojo
[1:40:57.00]-[1:40:59.00]  o lo que sea y se tienen tarde
[1:40:59.00]-[1:41:01.00]  pues. Y estas son las
[1:41:01.00]-[1:41:03.00]  más modernas.
[1:41:03.00]-[1:41:05.00]  Y mira, ya tienen también
[1:41:05.00]-[1:41:07.00]  unos días, eh. Todas estas.
[1:41:07.00]-[1:41:09.00]  Estas igual. Es delante
[1:41:09.00]-[1:41:11.00]  la iglesia de la plaza.
[1:41:11.00]-[1:41:13.00]  Se ponía todo en la plaza, en la
[1:41:13.00]-[1:41:15.00]  iglesia, en que hacía el caballito.
[1:41:15.00]-[1:41:17.00]  Nosotros.
[1:41:17.00]-[1:41:19.00]  Estas es
[1:41:19.00]-[1:41:21.00]  en la carretera.
[1:41:21.00]-[1:41:23.00]  Corredera. Esto es de
[1:41:23.00]-[1:41:25.00]  sacos.
[1:41:25.00]-[1:41:27.00]  Estos
[1:41:27.00]-[1:41:29.00]  ya mayores, pero también estarán.
[1:41:31.00]-[1:41:33.00]  Estos son algo más mayores
[1:41:33.00]-[1:41:35.00]  que nosotros, eh. O menos diez
[1:41:35.00]-[1:41:37.00]  años más. Este señor mismo que van
[1:41:37.00]-[1:41:39.00]  aquí. Estos ya son muertos.
[1:41:39.00]-[1:41:41.00]  Vive este.
[1:41:41.00]-[1:41:43.00]  Y este, este
[1:41:43.00]-[1:41:45.00]  muro.
[1:41:45.00]-[1:41:47.00]  Ahora le
[1:41:47.00]-[1:41:49.00]  he preguntado, le he puesto una foto a este señor
[1:41:49.00]-[1:41:51.00]  que vive este.
[1:41:51.00]-[1:41:53.00]  Pero es mayor, ves.
[1:41:53.00]-[1:41:55.00]  Corre de sacos también. Estos
[1:41:55.00]-[1:41:57.00]  ya son más, en la era,
[1:41:57.00]-[1:41:59.00]  cerca del río, de aquí ya se va
[1:41:59.00]-[1:42:01.00]  para el canal.
[1:42:01.00]-[1:42:03.00]  Aquí en la plaza.
[1:42:03.00]-[1:42:05.00]  Estos de antes,
[1:42:05.00]-[1:42:07.00]  romper las
[1:42:07.00]-[1:42:09.00]  ollas.
[1:42:09.00]-[1:42:11.00]  Estaba enfiolado, esto que hemos dicho
[1:42:11.00]-[1:42:13.00]  del aguacil, el sereno,
[1:42:13.00]-[1:42:15.00]  el peso público,
[1:42:15.00]-[1:42:17.00]  aquí había un avásculo y todo.
[1:42:17.00]-[1:42:19.00]  Tenía que pesar aquí
[1:42:19.00]-[1:42:21.00]  si venía algún tractor, bueno,
[1:42:21.00]-[1:42:23.00]  lo que fuera un carro antes.
[1:42:23.00]-[1:42:25.00]  Y a los de la matanza del port los agradarán.
[1:42:25.00]-[1:42:27.00]  Sí, a los de la matanza.
[1:42:27.00]-[1:42:29.00]  Esta era también sacada de
[1:42:29.00]-[1:42:31.00]  pero es de la zona.
[1:42:31.00]-[1:42:33.00]  Este se corre en las bicicletas,
[1:42:33.00]-[1:42:35.00]  en la vuelta a la plaza y les ponen varias
[1:42:35.00]-[1:42:37.00]  cosas. Esta es la de coger cintas.
[1:42:37.00]-[1:42:39.00]  Con un trocito
[1:42:39.00]-[1:42:41.00]  de maderita,
[1:42:41.00]-[1:42:43.00]  con un palillo más largo
[1:42:43.00]-[1:42:45.00]  y para cogerlo, si podían
[1:42:45.00]-[1:42:47.00]  es aquí igual. Este ya no
[1:42:47.00]-[1:42:49.00]  sé si la tiene o no, ahora no llevo las gafas.
[1:42:49.00]-[1:42:51.00]  Y aquí al pasar intentan a la anilla
[1:42:51.00]-[1:42:53.00]  pasar el palito
[1:42:53.00]-[1:42:55.00]  para que se la coge.
[1:42:55.00]-[1:42:57.00]  Tenía premio en tanta cinta, si no, no.
[1:42:57.00]-[1:42:59.00]  Es este como se ve aquí.
[1:42:59.00]-[1:43:01.00]  Intentaría
[1:43:01.00]-[1:43:03.00]  la anilla.
[1:43:03.00]-[1:43:05.00]  Esto es ya para
[1:43:05.00]-[1:43:07.00]  también de coger
[1:43:07.00]-[1:43:09.00]  la cinta.
[1:43:09.00]-[1:43:11.00]  Esto luego salía la cinta,
[1:43:11.00]-[1:43:13.00]  dentro de la tabla esta.
[1:43:13.00]-[1:43:15.00]  Tenían las cintas ralladas y al tirar
[1:43:15.00]-[1:43:17.00]  de la anilla le salía la cinta y se la
[1:43:17.00]-[1:43:19.00]  colgaban en la bicicleta.
[1:43:19.00]-[1:43:21.00]  También correría en la plaza,
[1:43:21.00]-[1:43:23.00]  también en la plaza.
[1:43:23.00]-[1:43:25.00]  Aquí corría,
[1:43:25.00]-[1:43:27.00]  aquí era un buen corredor y era de
[1:43:27.00]-[1:43:29.00]  chaltar y va todo
[1:43:29.00]-[1:43:31.00]  fuera, ensalada,
[1:43:31.00]-[1:43:33.00]  copacito. Este también es en la plaza.
[1:43:35.00]-[1:43:37.00]  Estas se pusieron, mira,
[1:43:37.00]-[1:43:39.00]  por disfrutar en la plaza los caballitos de atracciones
[1:43:39.00]-[1:43:41.00]  que decíamos que eran para poder
[1:43:41.00]-[1:43:43.00]  desatar, otros iban con caballitos.
[1:43:43.00]-[1:43:45.00]  Luego había
[1:43:45.00]-[1:43:47.00]  una balsa que lo que hace así
[1:43:47.00]-[1:43:49.00]  también.
[1:43:49.00]-[1:43:51.00]  Estos ya eran los...
[1:43:53.00]-[1:43:55.00]  Ah, sí, estos eran los
[1:43:55.00]-[1:43:57.00]  de la panera aquella.
[1:43:57.00]-[1:43:59.00]  El basculante.
[1:43:59.00]-[1:44:01.00]  Un caballito.
[1:44:01.00]-[1:44:03.00]  Una manera o de otra, pero todavía eran atracciones
[1:44:03.00]-[1:44:05.00]  de antes estos en panera.
[1:44:05.00]-[1:44:07.00]  Es lo que venía aquí el pueblo.
[1:44:07.00]-[1:44:09.00]  Y estos venían unos años con esto,
[1:44:09.00]-[1:44:11.00]  lo que hicieron ellos. Pero luego
[1:44:11.00]-[1:44:13.00]  les gustó chévere, se compraron una casa y han
[1:44:13.00]-[1:44:15.00]  quedado aquí. Los abuelos ya no viven,
[1:44:15.00]-[1:44:17.00]  claro, quedaron la hija
[1:44:17.00]-[1:44:19.00]  y ahora los netos. Ves, esta
[1:44:19.00]-[1:44:21.00]  parecida a aquella. Esto es
[1:44:21.00]-[1:44:23.00]  más antigua que nosotros.
[1:44:25.00]-[1:44:27.00]  Este es el que te digo que siempre
[1:44:27.00]-[1:44:29.00]  ganó fuera de aquí. Esto es en la plaza
[1:44:29.00]-[1:44:31.00]  cuando dan premios. Mira, este
[1:44:31.00]-[1:44:33.00]  es el sereno. De nuestra
[1:44:33.00]-[1:44:35.00]  época, no al medio.
[1:44:35.00]-[1:44:37.00]  El último que hubo.
[1:44:37.00]-[1:44:39.00]  El último sereno.
[1:44:39.00]-[1:44:41.00]  Sí, sí, el último.
[1:44:41.00]-[1:44:43.00]  O sea que cuando nacimos nosotros ya estaba este.
[1:44:43.00]-[1:44:45.00]  Y duró, ¿eh?
[1:44:45.00]-[1:44:47.00]  Suertejar.
[1:44:47.00]-[1:44:49.00]  Seguramente, ¿qué tal cuando nos casamos nosotros?
[1:44:49.00]-[1:44:51.00]  Sobre el 65,
[1:44:51.00]-[1:44:53.00]  70, duró el...
[1:44:53.00]-[1:44:55.00]  Ya no hubo más.
[1:44:55.00]-[1:44:57.00]  Se preguntaba con una...
[1:44:57.00]-[1:44:59.00]  ¿Cómo se decía? Con una trompeta.
[1:44:59.00]-[1:45:01.00]  No, es de trompeta era una cosa así que había...
[1:45:03.00]-[1:45:04.00]  Cuerno.
[1:45:04.00]-[1:45:06.00]  Sí, tipo un cuerno en metal.
[1:45:08.00]-[1:45:10.00]  Aquí que se hizo
[1:45:10.00]-[1:45:12.00]  esto de... Campeonato de
[1:45:12.00]-[1:45:14.00]  Ágeles. Campeonato de Ágeles.
[1:45:14.00]-[1:45:16.00]  Sí, que si algunos no sabían.
[1:45:16.00]-[1:45:18.00]  De ping pong. Esto de ping pong.
[1:45:18.00]-[1:45:21.00]  Estos eran en el fútbol.
[1:45:21.00]-[1:45:23.00]  Esto es cuando
[1:45:23.00]-[1:45:25.00]  fallaban fe. Aquí el pueblo venía los de fallaban fe.
[1:45:25.00]-[1:45:27.00]  Y un maestro
[1:45:27.00]-[1:45:29.00]  que se decía estaba en todo esto
[1:45:29.00]-[1:45:31.00]  y les hacía hacer
[1:45:31.00]-[1:45:33.00]  cosas pues de tipo gimnasia
[1:45:33.00]-[1:45:35.00]  en la plaza.
[1:45:35.00]-[1:45:37.00]  Esto es la puerta de la iglesia.
[1:45:37.00]-[1:45:39.00]  Esta es la que ahora es escritora.
[1:45:39.00]-[1:45:41.00]  Una prima hermana de él.
[1:45:41.00]-[1:45:43.00]  De la edad de él. Del 43.
[1:45:43.00]-[1:45:45.00]  Que no sé dónde está ahora.
[1:45:45.00]-[1:45:47.00]  Pero es un maestro.
[1:45:47.00]-[1:45:49.00]  Que no sé dónde fue a aprender así.
[1:45:49.00]-[1:45:51.00]  Estaba dando sus actos aquí.
[1:45:51.00]-[1:45:53.00]  Dicí dame la que también me pongo.
[1:45:53.00]-[1:45:55.00]  Los deportes de aquí.
[1:45:55.00]-[1:45:57.00]  Cuando se jugaba a básquet.
[1:45:57.00]-[1:45:59.00]  Las chicas que jugaban a básquet.
[1:45:59.00]-[1:46:01.00]  Más mayores que nosotros.
[1:46:03.00]-[1:46:05.00]  Y estas son unas mayores.
[1:46:05.00]-[1:46:07.00]  Estas son nacidas al 30.
[1:46:07.00]-[1:46:09.00]  1930. Nosotros somos del 40.
[1:46:09.00]-[1:46:11.00]  Todos estos juegos los
[1:46:11.00]-[1:46:13.00]  promovía la Zalanjera.
[1:46:13.00]-[1:46:15.00]  Y claro los jóvenes pues íbamos.
[1:46:15.00]-[1:46:17.00]  Estas son mayores que nosotros.
[1:46:17.00]-[1:46:19.00]  Jugábamos.
[1:46:19.00]-[1:46:21.00]  Había una casa que tenía juegos.
[1:46:21.00]-[1:46:23.00]  Estos ya somos nosotras.
[1:46:23.00]-[1:46:25.00]  En la plaza.
[1:46:25.00]-[1:46:27.00]  Nos enseñaban gimnástica.
[1:46:27.00]-[1:46:29.00]  Pero todo de jamás.
[1:46:29.00]-[1:46:31.00]  Aquí estábamos todos.
[1:46:31.00]-[1:46:33.00]  Y esta es la que nos enseñaba.
[1:46:33.00]-[1:46:35.00]  La que enseñaba.
[1:46:35.00]-[1:46:37.00]  Y aquí nos enseñaban.
[1:46:37.00]-[1:46:39.00]  Y allí se ve una parte.
[1:46:39.00]-[1:46:41.00]  Aquí todas. Así a grupos que estábamos.
[1:46:41.00]-[1:46:43.00]  No más así como representación malheada.
[1:46:43.00]-[1:46:45.00]  Y aquí no hay batería.
[1:46:45.00]-[1:46:47.00]  Así que bueno.
[1:46:47.00]-[1:46:49.00]  Si quieres mirar antes.
[1:46:49.00]-[1:46:51.00]  Si te interesa.
[1:46:51.00]-[1:46:53.00]  O quieres enchufar.
[1:46:53.00]-[1:46:55.00]  Mira, aquello es de enchufar.
[1:46:55.00]-[1:46:57.00]  No quiero verlo.
[1:46:57.00]-[1:46:59.00]  ¿Querís enchufar?
[1:46:59.00]-[1:47:01.00]  Ya si tenemos más comida.
[1:47:01.00]-[1:47:03.00]  Yo digo por si queréis alguna
[1:47:03.00]-[1:47:05.00]  que te gustara más.
[1:47:05.00]-[1:47:07.00]  A la hora de comer.
[1:47:07.00]-[1:47:09.00]  Estamos molestando mucho.
[1:47:09.00]-[1:47:11.00]  A nosotros cuando no tenemos...
[1:47:11.00]-[1:47:13.00]  Es la laguna, come.
[1:47:13.00]-[1:47:15.00]  Pero si no, no lo hará que sea.
[1:47:15.00]-[1:47:17.00]  Yo ya me he pasado.
[1:47:17.00]-[1:47:19.00]  Si fuera tu familia, no.
[1:47:19.00]-[1:47:21.00]  Pero así es la gusto.
[1:47:21.00]-[1:47:23.00]  Si le gusta tanto como a mí.
[1:47:23.00]-[1:47:25.00]  Más bien.
[1:47:25.00]-[1:47:27.00]  Mira, los paso por aquí.
[1:47:27.00]-[1:47:29.00]  Todo esto ya es agruposo.
[1:47:29.00]-[1:47:31.00]  Esto es que también antes
[1:47:31.00]-[1:47:33.00]  en fiestas se hacía la gincana.
[1:47:33.00]-[1:47:35.00]  La gincana.
[1:47:35.00]-[1:47:37.00]  De motos.
[1:47:37.00]-[1:47:39.00]  Y estos éramos los que daban los premios.
[1:47:39.00]-[1:47:41.00]  Mira, aquí es la salida.
[1:47:41.00]-[1:47:43.00]  Los motos.
[1:47:43.00]-[1:47:45.00]  Esto es nuestra edad.
[1:47:45.00]-[1:47:47.00]  Y luego las pruebas que hacían.
[1:47:47.00]-[1:47:49.00]  O hacer una corbata, un nudo de corbata.
[1:47:49.00]-[1:47:51.00]  O tirar el básquet.
[1:47:51.00]-[1:47:53.00]  O explotar globos
[1:47:53.00]-[1:47:55.00]  cuando pasaban con la moto.
[1:47:55.00]-[1:47:57.00]  O jugar a la cuerda.
[1:47:57.00]-[1:47:59.00]  Todo esto son globos.
[1:47:59.00]-[1:48:01.00]  Luego esto también ves.
[1:48:01.00]-[1:48:03.00]  Aquí también si les daban a probar algo.
[1:48:03.00]-[1:48:05.00]  Lo que sea.
[1:48:05.00]-[1:48:07.00]  Y cosas así.
[1:48:07.00]-[1:48:09.00]  Aquí ves el nudo de corbata.
[1:48:09.00]-[1:48:11.00]  Lo que teníamos.
[1:48:11.00]-[1:48:13.00]  Pasando cosas.
[1:48:13.00]-[1:48:15.00]  Aquí con un huevo en la cuchara.
[1:48:15.00]-[1:48:17.00]  La tabla para motos.
[1:48:17.00]-[1:48:19.00]  Esto ya es sobre los 60.
[1:48:19.00]-[1:48:21.00]  Aquí con las ollas.
[1:48:21.00]-[1:48:23.00]  Si rompían la que llevaban detrás.
[1:48:23.00]-[1:48:25.00]  Pasando tablas.
[1:48:25.00]-[1:48:27.00]  Y bajaban globos.
[1:48:27.00]-[1:48:29.00]  No entiendo lo que digo.
[1:48:29.00]-[1:48:31.00]  A veces aquí ves,
[1:48:31.00]-[1:48:33.00]  ya lleva el palillo este
[1:48:33.00]-[1:48:35.00]  para pinchar la huella.
[1:48:35.00]-[1:48:37.00]  Bebiendo Coca-Cola o algo.
[1:48:37.00]-[1:48:39.00]  Porque tienen me parece un...
[1:48:39.00]-[1:48:41.00]  Aquí también.
[1:48:41.00]-[1:48:43.00]  Coger la cinta.
[1:48:43.00]-[1:48:45.00]  Esta también bebe la Coca-Cola.
[1:48:45.00]-[1:48:47.00]  El sereno.
[1:48:47.00]-[1:48:49.00]  Estaba en todos los sitios.
[1:48:49.00]-[1:48:51.00]  En las fiestas de traje típico
[1:48:51.00]-[1:48:53.00]  de bailar la cuota.
[1:48:53.00]-[1:48:55.00]  Aquí eran las vidras también.
[1:48:55.00]-[1:48:57.00]  La cinta sobre todo.
[1:48:57.00]-[1:48:59.00]  Nudo de corbata.
[1:49:01.00]-[1:49:03.00]  Esto también.
[1:49:03.00]-[1:49:05.00]  Y esto es con lo que hacíamos.
[1:49:05.00]-[1:49:07.00]  Uno aquí...
[1:49:07.00]-[1:49:09.00]  Con lo que se tenía.
[1:49:09.00]-[1:49:11.00]  Tablas cualquiera las que había.
[1:49:11.00]-[1:49:13.00]  Sí.
[1:49:13.00]-[1:49:15.00]  Todo así.
[1:49:19.00]-[1:49:21.00]  Aquí también se bajaba y algo
[1:49:21.00]-[1:49:23.00]  tenía que hacer bien.
[1:49:23.00]-[1:49:25.00]  Ya no me acuerdo, son tantos años.
[1:49:25.00]-[1:49:27.00]  Aquí esto que les dejaba al principio
[1:49:27.00]-[1:49:29.00]  ya más años.
[1:49:29.00]-[1:49:31.00]  De gaseosa o Coca-Cola.
[1:49:31.00]-[1:49:33.00]  Uno tenía que dar al otro también.
[1:49:33.00]-[1:49:35.00]  Aquí se hacía en la sartén
[1:49:35.00]-[1:49:37.00]  freír un huevo.
[1:49:37.00]-[1:49:39.00]  Un huevo frito.
[1:49:41.00]-[1:49:43.00]  Nudo de corbata.
[1:49:43.00]-[1:49:45.00]  Escribir algo, no sé qué
[1:49:45.00]-[1:49:47.00]  porque en tantos años ya no me acuerdo.
[1:49:47.00]-[1:49:49.00]  Aquí era, aquí arriba el patio de las
[1:49:49.00]-[1:49:51.00]  escuelas que antes estaban aquí arriba.
[1:49:51.00]-[1:49:53.00]  Y ya se tiraba
[1:49:53.00]-[1:49:55.00]  la diana aquí.
[1:49:57.00]-[1:49:59.00]  Esto por lo menos son las mismas parejas.
[1:49:59.00]-[1:50:01.00]  Pues tengo más que bien.
[1:50:01.00]-[1:50:03.00]  Otro que no es lo mismo
[1:50:03.00]-[1:50:05.00]  es otro.
[1:50:05.00]-[1:50:07.00]  Y esto fue la chincana de los burricos.
[1:50:07.00]-[1:50:09.00]  Que cuando ven un burrito
[1:50:09.00]-[1:50:11.00]  ve algo de
[1:50:11.00]-[1:50:13.00]  lo que sea delante
[1:50:13.00]-[1:50:15.00]  y agua más que nada.
[1:50:15.00]-[1:50:17.00]  No te pasaran.
[1:50:17.00]-[1:50:19.00]  Este es el que
[1:50:19.00]-[1:50:21.00]  estuvo ahora aquí.
[1:50:21.00]-[1:50:23.00]  Y aquí estará.
[1:50:23.00]-[1:50:25.00]  Este es el que ha estado ahora.
[1:50:25.00]-[1:50:27.00]  Este ya siempre se ponía como si fuera
[1:50:27.00]-[1:50:29.00]  cantifa.
[1:50:29.00]-[1:50:31.00]  Y no les entendimos uno
[1:50:31.00]-[1:50:33.00]  que de ninguna manera le quiso pasar
[1:50:33.00]-[1:50:35.00]  delante del charco.
[1:50:35.00]-[1:50:37.00]  ¿Y qué no le pasó?
[1:50:37.00]-[1:50:39.00]  Este es aquel que va con la moto también.
[1:50:39.00]-[1:50:41.00]  Aquella pequeñita.
[1:50:41.00]-[1:50:43.00]  Mira aquí.
[1:50:43.00]-[1:50:45.00]  ¿Ves? El charco.
[1:50:45.00]-[1:50:47.00]  ¿Y qué no le pasó?
[1:50:47.00]-[1:50:49.00]  Porque el morro que llevábamos
[1:50:49.00]-[1:50:51.00]  para ir a la montaña
[1:50:51.00]-[1:50:53.00]  cuando ven algo delante
[1:50:53.00]-[1:50:55.00]  no te pasen ni a tiros.
[1:50:55.00]-[1:50:57.00]  Este es roto de otra manera.
[1:50:57.00]-[1:50:59.00]  Aquí este otro chico
[1:50:59.00]-[1:51:01.00]  también que no puedes hacerles ir.
[1:51:01.00]-[1:51:03.00]  Cuando estás normal que vas
[1:51:03.00]-[1:51:05.00]  a las montañas. Y pues te creen.
[1:51:05.00]-[1:51:07.00]  Pero es como los que cuando entran
[1:51:07.00]-[1:51:09.00]  los pastores ya no los conocen
[1:51:09.00]-[1:51:11.00]  dentro. Pero si están en la montaña
[1:51:11.00]-[1:51:13.00]  así.
[1:51:13.00]-[1:51:15.00]  Los corredores que ya venían de fuera también
[1:51:15.00]-[1:51:17.00]  a correr a la plata.
[1:51:17.00]-[1:51:19.00]  Yo por si queréis ver esto
[1:51:19.00]-[1:51:21.00]  porque estos corredores
[1:51:21.00]-[1:51:23.00]  que ya eran campeones.
[1:51:23.00]-[1:51:25.00]  Este es de aquí.
[1:51:25.00]-[1:51:27.00]  Este que es el de aquí.
[1:51:27.00]-[1:51:29.00]  Aquí la plata.
[1:51:29.00]-[1:51:31.00]  Este que ganó fuera
[1:51:31.00]-[1:51:33.00]  porque si tenéis que ir.
[1:51:33.00]-[1:51:35.00]  Estos ya son los
[1:51:35.00]-[1:51:37.00]  del colegio.
[1:51:37.00]-[1:51:39.00]  Pero bueno, los batas. Esto como ya se ve también
[1:51:39.00]-[1:51:41.00]  más antiguo.
[1:51:41.00]-[1:51:43.00]  Esto es de la plata.
[1:51:43.00]-[1:51:45.00]  También se hacía la fiesta de la
[1:51:45.00]-[1:51:47.00]  vejez a nuestra edad.
[1:51:47.00]-[1:51:49.00]  También que era en la plaza.
[1:51:49.00]-[1:51:51.00]  Eso ya es.
[1:51:51.00]-[1:51:53.00]  Muchas gracias por
[1:51:53.00]-[1:51:55.00]  accedernos.
[1:51:55.00]-[1:51:57.00]  Como esto nos gusta.
[1:51:57.00]-[1:51:59.00]  ¿Sabes qué pasa? Que los jóvenes
[1:51:59.00]-[1:52:01.00]  de aquí que van a la ESO,
[1:52:01.00]-[1:52:03.00]  muchos vienen, como saben que todos los
[1:52:03.00]-[1:52:05.00]  terrenos de los pueblos nos dejan, pues aquí encuentran
[1:52:05.00]-[1:52:07.00]  muchas cosas de las que les piden
[1:52:07.00]-[1:52:09.00]  para ahorrar un trabajo.
[1:52:09.00]-[1:52:11.00]  De examenes o algo. Y aquí pues mira
[1:52:11.00]-[1:52:13.00]  según el tema.
[1:52:13.00]-[1:52:15.00]  Luego ya no te preocupes.
[1:52:15.00]-[1:52:17.00]  Os ayudamos con las sillas.
[1:52:17.00]-[1:52:19.00]  No, no, pero encibón.
[1:52:19.00]-[1:52:21.00]  Todo será como está.
[1:52:21.00]-[1:52:23.00]  Este papel es de la
[1:52:23.00]-[1:52:25.00]  de la crepé.
[1:52:25.00]-[1:52:27.00]  No tienes que ganar.
[1:52:27.00]-[1:52:29.00]  Bueno, muchas gracias.
[1:52:29.00]-[1:52:31.00]  Si no se os aprovecha.
[1:52:31.00]-[1:52:33.00]  Si se aprovecha,
[1:52:33.00]-[1:52:35.00]  si se aprovecha,
[1:52:35.00]-[1:52:37.00]  me habrá dado la palabra.
[1:52:37.00]-[1:52:39.00]  Es lo que menos se dice.
[1:52:39.00]-[1:52:41.00]  La gravedad de la flora.
[1:52:41.00]-[1:52:43.00]  Es mejor el ahora, porque no.
[1:52:43.00]-[1:52:45.00]  No, pero tanto.
[1:52:45.00]-[1:52:47.00]  Él es poco, yo mucho.
[1:52:47.00]-[1:52:49.00]  Un tremendo.
[1:52:49.00]-[1:52:51.00]  Él un poco bastante mayor.
[1:52:51.00]-[1:52:53.00]  Yo mucho, mucho menos.
[1:52:53.00]-[1:52:55.00]  Pero mira, hemos conciliado.
[1:52:55.00]-[1:52:57.00]  Es que tengo mucha perfección.
[1:52:57.00]-[1:52:59.00]  No esperaba esto.
[1:52:59.00]-[1:53:01.00]  Es verdad.
[1:53:01.00]-[1:53:03.00]  Y dice que se acentúa.
[1:53:03.00]-[1:53:05.00]  Se me ha acentuado en los años de
[1:53:05.00]-[1:53:07.00]  y por la edad, ya era la familia
[1:53:07.00]-[1:53:09.00]  de mi padre. Pero hasta ahora
[1:53:09.00]-[1:53:11.00]  pero está acostumbrada
[1:53:11.00]-[1:53:13.00]  a poner como no me oye empeable.
[1:53:13.00]-[1:53:15.00]  Cuando hay algo que le interesa
[1:53:15.00]-[1:53:17.00]  no lo hago.
[1:53:17.00]-[1:53:19.00]  ¿Qué es eso?
[1:53:19.00]-[1:53:21.00]  ¿Cómo puede escucharme todo?
[1:53:21.00]-[1:53:23.00]  Pues muy bien.
[1:53:23.00]-[1:53:25.00]  Muchas gracias.
[1:53:25.00]-[1:53:27.00]  Y que aproveche.
[1:53:27.00]-[1:53:29.00]  Esto que también te hace gracia.
[1:53:29.00]-[1:53:31.00]  Sí, gracias.
[1:53:31.00]-[1:53:33.00]  Muy amable.
[1:53:33.00]-[1:53:35.00]  Para vosotros.
[1:53:35.00]-[1:53:37.00]  Gracias.
[1:53:39.00]-[1:53:41.00]  Pues,
[1:53:41.00]-[1:53:43.00]  ¿no habéis dejado algo en la otra
[1:53:43.00]-[1:53:45.00]  entrada?
[1:53:45.00]-[1:53:47.00]  Es que lo digo porque si tenéis algo.
[1:53:53.00]-[1:53:55.00]  Bueno pues,
[1:53:55.00]-[1:53:57.00]  comeréis tarde vosotros.
[1:53:57.00]-[1:53:59.00]  Sí, no hay problema.
[1:53:59.00]-[1:54:01.00]  Si hay más fotos y esto es para
[1:54:01.00]-[1:54:03.00]  que lo vean.
[1:54:07.00]-[1:54:09.00]  Vale pues, dios.
[1:54:09.00]-[1:54:11.00]  Muchas gracias.
