[0:00:00.00]-[0:00:02.00]  Hola, ¿cómo estás?
[1:44:30.70]-[1:44:32.70]  Del infante don Fernando, ¿y qué dice?
[1:44:32.70]-[1:44:34.70]  Digo, y vino cortando unas cabezas ahí
[1:44:34.70]-[1:44:36.70]  Fue que fuéramos todos cristianos
[1:44:36.70]-[1:44:38.70]  Que no se bautizaba
[1:44:38.70]-[1:44:40.70]  Pues si tenía tierras
[1:44:40.70]-[1:44:42.70]  Pues lo más malo era quedarse
[1:44:42.70]-[1:44:44.70]  Y para la iglesia
[1:44:44.70]-[1:44:46.70]  Entonces tenemos muchas
[1:44:46.70]-[1:44:48.70]  Costumbres romanas
[1:44:48.70]-[1:44:50.70]  Tenemos mucho de los judíos
[1:44:50.70]-[1:44:52.70]  Aquí hay muchos
[1:44:52.70]-[1:44:54.70]  Estos apellidos, como te digo
[1:44:54.70]-[1:44:56.70]  Los toledanos, judíos
[1:44:56.70]-[1:44:58.70]  Los torres también me parece a mí
[1:44:58.70]-[1:45:00.70]  Que son judíos
[1:45:00.70]-[1:45:02.70]  Tengo una amiga que se llama Nune
[1:45:02.70]-[1:45:04.70]  Y ese es árabe
[1:45:04.70]-[1:45:06.70]  Pero árabe
[1:45:06.70]-[1:45:08.70]  Y ella no puede ver los moros
[1:45:08.70]-[1:45:10.70]  Yo veía estos moros
[1:45:10.70]-[1:45:12.70]  Que vienen ahora que tienen tantas tiendas
[1:45:12.70]-[1:45:14.70]  Aquí hay muchas tiendas de los moros
[1:45:14.70]-[1:45:16.70]  Que venden más baratos
[1:45:16.70]-[1:45:18.70]  Digo, estos moros se vienen aquí
[1:45:18.70]-[1:45:20.70]  Y yo digo, ¿estás te he callado?
[1:45:20.70]-[1:45:22.70]  Y yo digo, bueno, que un día
[1:45:22.70]-[1:45:24.70]  Vamos a ir a la biblioteca y te vas a enterar tú
[1:45:24.70]-[1:45:26.70]  Y yo digo, que sí, que tú eres mura
[1:45:26.70]-[1:45:28.70]  Yo como ves mora que ni mi abuelo ni nadie
[1:45:28.70]-[1:45:30.70]  Digo, tú eres nuña
[1:45:30.70]-[1:45:32.70]  Vamos a ir a la biblioteca
[1:45:32.70]-[1:45:34.70]  Y vamos a buscar los apellidos
[1:45:34.70]-[1:45:36.70]  Y verás como Nune viene de los árabes
[1:45:36.70]-[1:45:38.70]  Le da un coraje
[1:45:38.70]-[1:45:40.70]  ¿No ves que me ve?
[1:45:40.70]-[1:45:42.70]  Dice, ya me vas a echar en cara
[1:45:42.70]-[1:45:44.70]  Digo, no mujer, tu sangre está
[1:45:44.70]-[1:45:46.70]  Muy renovada de otras cosas
[1:45:46.70]-[1:45:48.70]  Pero ya ves árabe
[1:45:48.70]-[1:45:50.70]  Y eso no es malo
[1:45:50.70]-[1:45:52.70]  Yo tengo los cañas y es
[1:45:52.70]-[1:45:54.70]  De la rioja
[1:45:54.70]-[1:45:56.70]  Dicen
[1:45:56.70]-[1:45:58.70]  Dicen que no te pasas más
[1:45:58.70]-[1:46:00.70]  Cuando nosotros empezaron a tomar
[1:46:00.70]-[1:46:02.70]  La Andalucía
[1:46:02.70]-[1:46:04.70]  Se vinieron ahí a Jerez
[1:46:04.70]-[1:46:06.70]  Entonces, dicen que
[1:46:06.70]-[1:46:08.70]  Cuando de los últimos días quedaba
[1:46:08.70]-[1:46:10.70]  Colón, que se fueron calles
[1:46:10.70]-[1:46:12.70]  Para allá, que tendré primos negros
[1:46:12.70]-[1:46:14.70]  Por allí
[1:46:14.70]-[1:46:16.70]  Y mi abuelo se vino
[1:46:16.70]-[1:46:18.70]  Mi bisabuelo se vino a las cuevas bajas
[1:46:18.70]-[1:46:20.70]  Y
[1:46:20.70]-[1:46:22.70]  Y mi abuelo
[1:46:22.70]-[1:46:24.70]  Nació ya en cuevas bajas
[1:46:24.70]-[1:46:26.70]  Y se casó con una de las viñuelas porque era
[1:46:26.70]-[1:46:28.70]  El ayuntamiento
[1:46:28.70]-[1:46:30.70]  Entonces estaba en Vélez Málaga
[1:46:30.70]-[1:46:32.70]  De secretario del ayuntamiento
[1:46:32.70]-[1:46:34.70]  Entonces, los ayuntamientos también me parece a mí
[1:46:34.70]-[1:46:36.70]  Que era algo como de los arbitrios
[1:46:36.70]-[1:46:38.70]  Que tenían que ir a los pueblos a cobrarlos
[1:46:38.70]-[1:46:40.70]  Como unas cosas de cosas y yo creo que era
[1:46:40.70]-[1:46:42.70]  Como los arbitrios
[1:46:42.70]-[1:46:44.70]  Y ella fue a la viñuela, como allí entonces había posada
[1:46:44.70]-[1:46:46.70]  Y ella era el secretario, era como señorito
[1:46:46.70]-[1:46:48.70]  Chupa tinta, le decían a ellos
[1:46:48.70]-[1:46:50.70]  Y entonces
[1:46:50.70]-[1:46:52.70]  Alcasa la Alcarde, ella se casó con la hija
[1:46:52.70]-[1:46:54.70]  De la Alcarde, que era mi abuela
[1:46:54.70]-[1:46:56.70]  Yo tengo en la viñuela
[1:46:56.70]-[1:46:58.70]  Y luego empezó
[1:46:58.70]-[1:47:00.70]  Mi abuelo como era el chupa tinta empezó a decir
[1:47:00.70]-[1:47:02.70]  A él, aquí es niño, nada más que perreando perros
[1:47:02.70]-[1:47:04.70]  Y se tiene que ir pa' mala
[1:47:04.70]-[1:47:06.70]  Que vaya a un coleo, que vaya a no sé qué
[1:47:06.70]-[1:47:08.70]  Entonces compraron unas tierras
[1:47:08.70]-[1:47:10.70]  Por la orilla de la torre que ya se llamaba
[1:47:10.70]-[1:47:12.70]  La viña
[1:47:12.70]-[1:47:14.70]  Y
[1:47:14.70]-[1:47:16.70]  Y después ya mi tía
[1:47:16.70]-[1:47:18.70]  La que puso la tienda
[1:47:18.70]-[1:47:20.70]  Una hija la que puso la tienda y ella también empezó a subir
[1:47:20.70]-[1:47:22.70]  Y ella subió también mucho
[1:47:22.70]-[1:47:24.70]  Porque todos los que estaban casados
[1:47:24.70]-[1:47:26.70]  Mi abuelo que era chupa tinta
[1:47:26.70]-[1:47:28.70]  Que todos no lo querían los otros gendros
[1:47:28.70]-[1:47:30.70]  Había una hija
[1:47:30.70]-[1:47:32.70]  Mi tía
[1:47:32.70]-[1:47:34.70]  Mi tía es la que puso la tienda
[1:47:34.70]-[1:47:36.70]  Mi abuela, mi abuela
[1:47:36.70]-[1:47:38.70]  La hija
[1:47:38.70]-[1:47:40.70]  Sí, ellas eran cuatro
[1:47:40.70]-[1:47:42.70]  La hija no se había casado
[1:47:42.70]-[1:47:44.70]  Pero las otras dos querían su parte
[1:47:44.70]-[1:47:46.70]  Y dios, no, no, mientras viva
[1:47:46.70]-[1:47:48.70]  Haya soltero
[1:47:48.70]-[1:47:50.70]  Eso es pa' los solteros
[1:47:50.70]-[1:47:52.70]  Y la viña
[1:47:52.70]-[1:47:54.70]  Y todo lo que tenían los abuelos
[1:47:54.70]-[1:47:56.70]  Porque en la viñuela tenían molino de aceite
[1:47:56.70]-[1:47:58.70]  Y el alcalde era el amo
[1:47:58.70]-[1:48:00.70]  Mandaban los higos
[1:48:00.70]-[1:48:02.70]  Eso sí lo he visto
[1:48:02.70]-[1:48:04.70]  La de las pasas, unas caítas mandaban a Bélgica
[1:48:04.70]-[1:48:06.70]  Y ahora donde ellos mandaban las pasas
[1:48:06.70]-[1:48:08.70]  Mandarían también
[1:48:08.70]-[1:48:10.70]  Pa' sembrarlas
[1:48:10.70]-[1:48:12.70]  Vienen de allí unas pasas
[1:48:12.70]-[1:48:14.70]  Así gordas, grandes
[1:48:14.70]-[1:48:16.70]  Mucho más grandes que las españolas
[1:48:16.70]-[1:48:18.70]  Ya no van, ya no tienen que llevar las pasas
[1:48:18.70]-[1:48:20.70]  Ni los higos pa' allá
[1:48:20.70]-[1:48:22.70]  Ya tienen ellos más
[1:48:22.70]-[1:48:24.70]  Mejor es
[1:48:24.70]-[1:48:26.70]  Entonces se vinieron ahí
[1:48:26.70]-[1:48:28.70]  Hubo la guerra
[1:48:28.70]-[1:48:30.70]  Ellos ya habían muerto
[1:48:30.70]-[1:48:32.70]  Su hijo ya había muerto
[1:48:32.70]-[1:48:34.70]  Se quedaron los dos, la miña temetra
[1:48:34.70]-[1:48:36.70]  Pues nadie le tocaba nada a Ardés
[1:48:36.70]-[1:48:38.70]  Y esa fue la que se quedó rica, rica
[1:48:38.70]-[1:48:40.70]  Porque se quedó con todos los padres
[1:48:40.70]-[1:48:42.70]  De los otros de esas
[1:48:42.70]-[1:48:44.70]  Y también
[1:48:44.70]-[1:48:46.70]  Pues mire lo que él estaba diciendo
[1:48:46.70]-[1:48:48.70]  Entonces para lo de las palabras diferentes
[1:48:48.70]-[1:48:50.70]  Hemos hecho una especie
[1:48:50.70]-[1:48:52.70]  A ver cómo se lo explico
[1:48:52.70]-[1:48:54.70]  Hemos grabado unos vídeos
[1:48:54.70]-[1:48:56.70]  Hemos grabado unos vídeos
[1:48:56.70]-[1:48:58.70]  Por eso hemos traído el ordenador
[1:48:58.70]-[1:49:00.70]  Entonces
[1:49:00.70]-[1:49:02.70]  Le queríamos preguntar si les podemos enseñar
[1:49:02.70]-[1:49:04.70]  Los vídeos y usted los describe
[1:49:04.70]-[1:49:06.70]  Porque así lo que hacemos es que lo hacemos en diferentes pueblos
[1:49:06.70]-[1:49:08.70]  Y vemos si la gente usa palabras diferentes
[1:49:08.70]-[1:49:10.70]  ¿Le parece bien?
[1:49:10.70]-[1:49:12.70]  Aquí mismo en Antequidad
[1:49:12.70]-[1:49:14.70]  Sí
[1:49:14.70]-[1:49:16.70]  Lo único malo es que vamos a tener que utilizar
[1:49:16.70]-[1:49:18.70]  Su corriente eléctrica
[1:49:18.70]-[1:49:20.70]  Porque se nos va a quedar sin batería
[1:49:20.70]-[1:49:22.70]  No le importa
[1:49:22.70]-[1:49:24.70]  Yo no la pago
[1:49:24.70]-[1:49:26.70]  Yo no pago ni luz ni agua ni casa
[1:49:26.70]-[1:49:28.70]  Ya nos ha dicho
[1:49:28.70]-[1:49:30.70]  Todos los niños
[1:49:30.70]-[1:49:32.70]  Voy a poner aquí
[1:49:32.70]-[1:49:34.70]  A ver, ya lo tengo aquí
[1:49:34.70]-[1:49:36.70]  Y si quiere
[1:49:36.70]-[1:49:38.70]  Quitamos el teléfono para que no le moleste
[1:49:38.70]-[1:49:40.70]  Y lo vea mejor
[1:49:40.70]-[1:49:42.70]  Ahora lo enchufo yo todavía
[1:49:42.70]-[1:49:44.70]  Para un rato tiene
[1:49:44.70]-[1:49:46.70]  Mírese
[1:49:46.70]-[1:49:48.70]  Vale, lo voy a poner aquí
[1:49:50.70]-[1:49:52.70]  Miren
[1:49:52.70]-[1:49:54.70]  Se va a reír usted porque casi todo
[1:49:54.70]-[1:49:56.70]  Soy yo que me han grabado a mí
[1:49:56.70]-[1:49:58.70]  Ahora ya te veo yo
[1:49:58.70]-[1:50:00.70]  A ti como habla
[1:50:00.70]-[1:50:02.70]  Claro, ahora
[1:50:02.70]-[1:50:04.70]  Yo soy la actriz
[1:50:04.70]-[1:50:06.70]  Porque yo aquí en Antequidad
[1:50:06.70]-[1:50:08.70]  A ver qué te diga
[1:50:08.70]-[1:50:10.70]  Yo también te puedo decir que me llamo
[1:50:10.70]-[1:50:12.70]  Yo te puedo decir
[1:50:12.70]-[1:50:14.70]  Que vestido
[1:50:14.70]-[1:50:16.70]  Pero yo digo vestido
[1:50:16.70]-[1:50:18.70]  También te puedo decir
[1:50:18.70]-[1:50:20.70]  Conejo
[1:50:20.70]-[1:50:22.70]  Yo digo conejo
[1:50:22.70]-[1:50:24.70]  Y si yo me pongo muy fina
[1:50:24.70]-[1:50:26.70]  Cuando yo tengo algunas amigas que son muy finas
[1:50:26.70]-[1:50:28.70]  Y hablan muy bien
[1:50:28.70]-[1:50:30.70]  El castellano siendo andaluza
[1:50:30.70]-[1:50:32.70]  Pues yo me resulto
[1:50:32.70]-[1:50:34.70]  No me parece bien
[1:50:34.70]-[1:50:36.70]  Entonces yo
[1:50:36.70]-[1:50:38.70]  Me como muchas letras
[1:50:38.70]-[1:50:40.70]  Hablando siempre dando cuenta
[1:50:40.70]-[1:50:42.70]  Que yo no hablo
[1:50:42.70]-[1:50:44.70]  Que hablamos diferentes
[1:50:44.70]-[1:50:46.70]  Me como la R, me como la G
[1:50:48.70]-[1:50:50.70]  Y la S
[1:50:50.70]-[1:50:52.70]  La Z
[1:50:54.70]-[1:50:56.70]  Pero que ya sabeis que de Málaga
[1:50:56.70]-[1:50:58.70]  Tenemos en Capueblo de una manera
[1:50:58.70]-[1:51:00.70]  Córdoba, nosotros tenemos más cosas de Córdoba
[1:51:00.70]-[1:51:02.70]  Pues fuimos más tiempo
[1:51:02.70]-[1:51:04.70]  Donde nos mandaban
[1:51:04.70]-[1:51:06.70]  Los de Córdoba
[1:51:06.70]-[1:51:08.70]  Que Málaga de la provincia
[1:51:08.70]-[1:51:10.70]  Entonces tenemos mucho el habla
[1:51:10.70]-[1:51:12.70]  A los cordobeses
[1:51:12.70]-[1:51:38.70]  Pero de una manera
